author_name,gender,country,continent,city_birth,city_residence,language,year_birth,year_death,work1,work2,awards,time period,bio,list_url,list_title,list_bookname,list_copy
John Dos Passos,Male,USA,North America,"Chicago, USA","Baltimore, USA",English,1896,1970,Manhattan Transfer,The Big Money,,20th Century,"John Roderigo Dos Passos was an American novelist, most notable for his U.S.A. trilogy. Born in Chicago, Dos Passos graduated from Harvard College in 1916.",,,,
William Faulkner,Male,USA,North America,"Mississippi, USA","Mississippi, USA",English,1897,1962,The Sound and the Fury,As I Lay Dying,Nobel Prize; National Book Award; Pulitzer Prize,20th Century,"William Cuthbert Faulkner was an American writer. He is best known for his novels and short stories set in the fictional Yoknapatawpha County, Mississippi, a stand-in for Lafayette County where he spent most of his life.",,,,
Jorge Luis Borges,Male,Argentina,Latin America,"Buenos Aires, Argentina","Geneva, Switzerland",Spanish,1899,1986,Fictions,Labryinths,Cervantes Prize,20th Century,"Jorge Francisco Isidoro Luis Borges Acevedo was an Argentine short story writer, essayist, poet and translator regarded as a key figure in Spanish-language and international literature.",,,,
Miguel Ángel Asturias,Male,Guatemala,Latin America,"Guatemala City, Guatemala","Madrid, Spain",Spanish,1899,1974,Men of Maize,Legends of Guatemala,Nobel Prize,20th Century,"Miguel Ángel Asturias Rosales was a Guatemalan poet-diplomat, novelist, playwright and journalist. Winning the Nobel Prize in Literature in 1967, his work helped bring attention to the importance of indigenous cultures, especially those of his native Guatemala.",,,,
Yasunari Kawabata,Male,Japan,Asia,"Osaka, Japan","Kamakura, Japan",Japanese,1899,1972,Snow Country,The Master of Go,Nobel Prize,20th Century,"Yasunari Kawabata was a Japanese novelist and short story writer whose spare, lyrical, subtly-shaded prose works won him the 1968 Nobel Prize in Literature, the first Japanese author to receive the award.",,,,
Vladimir Nabokov,Male,Russia,Europe,"Saint Petersburg, Russia","Montreux, Switzerland",English; Russian,1899,1977,Lolita,Pale Fire,,20th Century,"Vladimir Vladimirovich Nabokov, also known by the pen name Vladimir Sirin, was a Russian-American novelist, poet, translator, and entomologist. Born in Imperial Russia in 1899, Nabokov wrote his first nine novels in Russian while living in Berlin, where he met his wife.",https://www.hammockmag.com/recommendations-lists/a-selection-of-the-best-campus-novels,A Selection of the Best Campus Novels,Pale Fire,"Nabokov wrote a couple of novels that were set in the world of academia, and Pnin would be as worthy a choice for this list. But Pale Fire is one of his most important works, which he wrote after the success of Lolita. It is the story of a 999 line poem written by a fictional writer, and is accompanied by commentary on the poem from his academic colleague. It’s considered one of the defining works of metafiction, telling the story of two academic lives through its conceit."
Ernest Hemingway,Male,USA,North America,"Chicago, USA","Key West, USA",English,1899,1961,The Old Man and the Sea,A Farewell to Arms,Nobel Prize; Pulitzer Prize,20th Century,"Ernest Miller Hemingway was an American novelist, short-story writer and journalist. Known for an economical, understated style that influenced later writers, he has been romanticized for his adventurous lifestyle and outspoken public image.",https://www.hammockmag.com/recommendations-lists/a-selection-of-parisian-classics,A Selection of Parisian Classics,A Moveable Feast,"A 1964 memoir by Ernest Hemingway about his years as a struggling expat journalist and writer in Paris during the 1920s. Published posthumously, it’s considered one of his most influential works and contains a certain irresistible charm. The book documents what it meant to be a young writer in Paris– with Hemingway playing with his little son and cat, travelling with the first of his four wives, Hadley and swapping gossip and stories with friends and rivals while knocking back impressive amounts of alcohol in cafes and salons. It offers a vivid window into the hedonistic world of 20th century Paris."
Giorgos Seferis,Male,Greece,Europe,"Urla, Turkey","Athens, Greece",Greek,1900,1971,The Cistern,On A Winter Ray,Nobel Prize,20th Century,"Giorgos or George Seferis, the pen name of Georgios Seferiadis, was a Greek poet and diplomat. He was one of the most important Greek poets of the 20th century, and a Nobel laureate.",,,,
Eyvind Johnson,Male,Sweden,Europe,"Svartbjörnsbyn, Sweden","Stockholm, Sweden",Swedish,1900,1976,The Days of His Grace,The Commander's Daughter,Nobel Prize,20th Century,"Eyvind Johnson was a Swedish novelist and short story writer. Regarded as the most groundbreaking novelist in modern Swedish literature, he became a member of the Swedish Academy in 1957.",,,,
Margaret Mitchell,Female,USA,North America,"Atlanta, USA","Atlanta, USA",English,1900,1949,Gone with the Wind,Lost Laysen,Pulitzer Prize; National Book Award,20th Century,"Margaret Munnerlyn Mitchell was an American novelist and journalist. Mitchell is known for writing Gone with the Wind, for which she won the National Book Award for Fiction of 1936 and the Pulitzer Prize for Fiction in 1937.",,,,
Jaroslav Seifert,Male,Czechia,Europe,"Prague, Czechia","Prague, Czechia",Czech,1901,1986,A Wreath of Sonnets,Turn Off the Lights,Nobel Prize,20th Century,"Jaroslav Seifert was a Czech writer, poet and journalist. Seifert was awarded the 1984 Nobel Prize in Literature ""for his poetry endowed with freshness, sensuality and rich inventiveness"".",,,,
Andre Malraux,Male,France,Europe,"Paris, France","Paris, France",French,1901,1976,Man's Fate,The Conquerors,Prix Goncourt,20th Century,"Georges André Malraux was a French novelist, art theorist, and minister of cultural affairs. Malraux's novel La Condition Humaine won the Prix Goncourt. He was appointed by President Charles de Gaulle as information minister and subsequently as France's first cultural affairs minister.",,,,
Antal Szerb,Male,Hungary,Europe,"Budapest, Hungary","Balf, Hungary",Hungarian; English; German,1901,1945,Journey by Moonlight,The Third Tower,,20th Century,Antal Szerb was a noted Hungarian scholar and writer. He is generally considered to be one of the major Hungarian writers of the 20th century.,,,,
Ahmet Handi Tanpinar,Male,Turkey,Asia,"Istanbul, Turkey","Istanbul, Turkey",Turkish,1901,1962,The Time Regulation Institute,A Mind at Peace,,20th Century,"Ahmet Hamdi Tanpınar was a Turkish poet, novelist, literary scholar and essayist, widely regarded as one of the most important representatives of modernism in Turkish literature. In addition to his literary, Tanpınar was also a member of the Turkish Parliament between 1944 and 1946.",,,,
Halldór Laxness,Male,Iceland,Europe,"Reykjavik, Iceland","Reykjavik, Iceland",Icelandic,1902,1998,Independent People,World Light,Nobel Prize,20th Century,"Halldór Kiljan Laxness was an Icelandic writer and winner of the 1955 Nobel Prize in Literature. He wrote novels, poetry, newspaper articles, essays, plays, travelogues and short stories.",,,,
Isaac Bashevis Singer,Male,USA,North America,"Leoncin, Poland","Miami, USA",English,1902,1991,The Slave,Enemies,Nobel Prize; National Book Award,20th Century,"Isaac Bashevis Singer was a Polish-born Jewish-American novelist, short-story writer, memoirist, essayist, and translator. Some of his works were adapted for the theater. He wrote and published first in Yiddish and later translated his own works into English with the help of editors and collaborators.",,,,
John Steinbeck,Male,USA,North America,"Salinas, USA","New York, USA",English,1902,1968,The Grapes of Wrath,Of Mice and Men,Nobel Prize; National Book Award; Pulitzer Prize,20th Century,"John Ernst Steinbeck was an American writer. He won the 1962 Nobel Prize in Literature ""for his realistic and imaginative writings, combining as they do sympathetic humor and keen social perception"".",,,,
Georges Simenon,Male,Belgium,Europe,"Liege, Belgium","Lausanne, Switzerland",French,1903,1989,Act of Passion,Danger Ahead,,20th Century,"Georges Joseph Christian Simenon was a Belgian writer, most famous for his fictional detective Jules Maigret. One of the most popular authors of the 20th century, he published around 400 novels, 21 volumes of memoirs and many short stories.",,,,
Marguerite Yourcenar,Female,Belgium,Europe,"Brussels, Belgium","Maine, USA",French,1903,1987,Memoirs of Hadrian,The Abyss,,20th Century,"Marguerite Yourcenar was a Belgian-born French novelist and essayist who became a US citizen in 1947. Winner of the Prix Femina and the Erasmus Prize, she was the first woman elected to the Académie Française, in 1980.",,,,
Raymond Queneau,Male,France,Europe,"Tours, France","Paris, France",French,1903,1976,The Last Days,The Blue Flowers,,20th Century,"Raymond Queneau was a French novelist, poet, critic, editor and co-founder and president of Oulipo, notable for his wit and cynical humour.",,,,
Sadegh Hedayat,Male,Iran,Asia,"Tehran, Iran","Paris, France",Persian,1903,1951,The Blind Owl,The Stray Dog,,20th Century,"Sadegh Hedayat was an Iranian writer and translator. Best known for his novel The Blind Owl, he was one of the earliest Iranian writers to adopt literary modernism in their career",,,,
George Orwell,Male,United Kingdom,Europe,"Motihari, India","London, UK",English,1903,1950,Nineteen Eighty Four,Animal Farm,,20th Century,"Eric Arthur Blair was a British novelist, poet, essayist, journalist, and critic who wrote under the pen name of George Orwell. His work is characterised by lucid prose, social criticism, opposition to totalitarianism, and support of democratic socialism.",https://www.hammockmag.com/recommendations-lists/a-selection-of-workplace-novels,A Selection of Workplace Novels,Down and Out in Paris and London,"Though not strictly a ‘workplace novel’, Orwell’s fictionalised accounts of being a writer between Paris and London while working various odd jobs including working as a dishwasher, this book offers a sobering look at the realities of working class city life. Based on his own experiences, Orwell’s work is, in a strange way, a precursor to books like 1984 and Animal Farm that so brilliantly satirised contemporary society."
Pablo Neruda,Male,Chile,Latin America,"Parral, Chile","Santiago, Chile",Spanish,1904,1973,100 Love Sonnets,The Heights of Macchu Pichu,Nobel Prize,20th Century,Pablo Neruda was a Chilean poet-diplomat and politician who won the 1971 Nobel Prize in Literature. Neruda wrote in a variety of styles and influenced 20th century poetry profoundly.,,,,
Alejo Carpentier,Male,Cuba,Latin America,"Lausanne, Switzerland","Paris, France",Spanish,1904,1980,The Kingdom of This World,The Lost Steps,Cervantes Prize,20th Century,"Alejo Carpentier y Valmont was a Cuban novelist, essayist, and musicologist who greatly influenced Latin American literature during its famous ""boom"" period.",,,,
Christopher Isherwood,Male,United Kingdom,Europe,"Cheshire, UK","Los Angeles, USA",English,1904,1986,Goodbye to Berlin,A Single Man,,20th Century,"Christopher William Bradshaw Isherwood was an Anglo-American novelist, playwright, screenwriter, autobiographer, and diarist.",https://www.hammockmag.com/recommendations-lists/a-classic-queer-reading-list,A Classic Queer Reading List,A Single Man,"A quietly devastating exploration of love, loneliness, and the weight of adult responsibilities, A Single Man might be one of Isherwood’s most beloved works. The novel follows the experience of an ageing college professor, George, crushed and depressed after losing his partner in a car accident, quietly planning his suicide while life gets in the way. While Tom Ford’s 2009 adaptation conveys the styles and anxieties of the novel, nothing quite matches the beautiful tone of despondency created by Isherwood."
